,Unnamed: 0,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_verifications,latitude,longitude,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_location_Argentina,host_location_Australia,host_location_Belgium,host_location_Britain,host_location_Canada,host_location_China,host_location_Colombia,host_location_Denmark,host_location_Emirates,host_location_Finland,host_location_France,host_location_Germany,host_location_Ireland,host_location_Italy,host_location_Kingdom,host_location_Lithuania,host_location_Netherlands,host_location_Romania,host_location_Singapore,host_location_Spain,host_location_Sweden,host_location_Switzerland,host_location_Turkey,host_location_US,host_location_unknown,host_response_time_unknown,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,neighbourhood_cleansed_Bijlmer-Oost,neighbourhood_cleansed_Bos en Lommer,neighbourhood_cleansed_Buitenveldert - Zuidas,neighbourhood_cleansed_Centrum-Oost,neighbourhood_cleansed_Centrum-West,neighbourhood_cleansed_De Aker - Nieuw Sloten,neighbourhood_cleansed_De Baarsjes - Oud-West,neighbourhood_cleansed_De Pijp - Rivierenbuurt,neighbourhood_cleansed_Gaasperdam - Driemond,neighbourhood_cleansed_Geuzenveld - Slotermeer,neighbourhood_cleansed_IJburg - Zeeburgereiland,neighbourhood_cleansed_Noord-Oost,neighbourhood_cleansed_Noord-West,neighbourhood_cleansed_Oostelijk Havengebied - Indische Buurt,neighbourhood_cleansed_Osdorp,neighbourhood_cleansed_Oud-Noord,neighbourhood_cleansed_Oud-Oost,neighbourhood_cleansed_Slotervaart,neighbourhood_cleansed_Watergraafsmeer,neighbourhood_cleansed_Westerpark,neighbourhood_cleansed_Zuid,room_type_Hotel room,room_type_Private room,room_type_Shared room,bathrooms_text_0 shared baths,bathrooms_text_1 bath,bathrooms_text_1 private bath,bathrooms_text_1 shared bath,bathrooms_text_1.5 baths,bathrooms_text_1.5 shared baths,bathrooms_text_2 baths,bathrooms_text_2 shared baths,bathrooms_text_2.5 baths,bathrooms_text_3 baths,bathrooms_text_3 shared baths,bathrooms_text_3.5 baths,bathrooms_text_3.5 shared baths,bathrooms_text_4 baths,bathrooms_text_4 shared baths,bathrooms_text_4.5 baths,bathrooms_text_5 baths,bathrooms_text_5.5 baths,bathrooms_text_Half-bath,bathrooms_text_Private half-bath,bathrooms_text_Shared half-bath,bathrooms_text_unknown,host_identity_verified_t,host_has_profile_pic_t,has_availability_t,instant_bookable_t,host_is_superhost_t
2400,2400,100,83,2,2,6,52.37228,4.92388,2,1.0,1.0,27,102.0,21,1125,21.0,21.0,1125.0,1125.0,21.0,1125.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2401,2401,100,100,3,3,9,52.371,4.88703,2,1.0,1.0,63,126.0,2,5,2.0,2.0,5.0,5.0,2.0,5.0,20,50,80,322,4,4,1,4.25,3.75,4.25,3.0,3.75,5.0,4.75,3,0,3,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2402,2402,100,100,1,1,6,52.36381,4.9144,2,1.0,1.9564237415477088,90,85.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,211,240,8,0,4.9,4.95,4.95,4.98,4.98,4.84,4.84,1,0,1,0,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2403,2403,0,0,1,1,3,52.38981,4.94945,4,2.0,2.0,17,130.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,28,0,0,4.39,4.7,4.39,4.74,4.78,4.52,4.37,1,1,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2404,2404,90,64,1,1,5,52.35666,4.89785,3,2.0,2.0,37,200.0,3,1125,3.0,4.0,1125.0,1125.0,3.1,1125.0,6,21,21,21,14,3,1,4.86,4.93,4.64,4.86,5.0,4.93,4.57,1,1,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2405,2405,89,100,9,9,7,52.38461,4.89541,2,2.0,3.0,71,99.0,3,1125,3.0,4.0,1125.0,1125.0,3.1,1125.0,24,35,35,35,14,14,1,4.0,4.43,3.79,4.29,4.29,4.71,3.71,9,0,9,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2406,2406,0,0,1,1,5,52.36288,4.85843,4,2.0,2.0,32,205.0,3,5,3.0,3.0,5.0,5.0,3.0,5.0,0,0,0,0,24,0,0,4.79,4.88,4.79,4.87,4.96,4.74,4.7,1,1,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2407,2407,100,96,0,0,8,52.33664,4.84852,4,2.0,2.0,85,104.0,2,31,2.0,2.0,1125.0,1125.0,2.0,1125.0,22,52,82,346,14,14,4,4.71,4.79,4.93,4.86,4.71,4.5,4.79,3,2,1,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2408,2408,100,100,1,1,4,52.37164,4.92134,2,1.577414409810935,1.0,29,133.0,1,6,1.0,2.0,1125.0,1125.0,1.3,1125.0,0,0,0,144,86,0,0,4.81,4.87,4.64,4.97,4.97,4.66,4.72,1,1,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2409,2409,98,100,5,5,7,52.35665,4.85461,2,1.0,2.0,15,77.0,1,365,1.0,2.0,365.0,999.0,1.0,904.3,30,59,89,364,48,39,1,4.75,4.81,4.92,4.63,4.83,4.5,4.67,4,0,4,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2410,2410,0,0,2,2,4,52.3666,4.93003,4,2.0,2.0,35,179.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,0,22,0,0,4.95,5.0,4.73,5.0,4.95,4.77,4.73,1,1,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2411,2411,100,0,2,2,5,52.36622,4.86612,2,1.0,1.0,44,110.0,1,5,1.0,1.0,5.0,5.0,1.0,5.0,0,0,0,0,36,0,0,4.94,4.94,4.8,4.89,4.94,4.83,4.71,1,1,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2412,2412,0,50,1,1,7,52.41082,4.88541,2,1.577414409810935,2.0,46,75.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,96,155,1,0,4.95,4.95,4.93,4.99,4.99,4.69,4.88,1,0,1,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2413,2413,0,100,1,1,6,52.36452,4.91023,2,1.0,2.0,153,159.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,0,11,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.91,1,1,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2414,2414,100,88,0,0,5,52.3589,4.91307,2,1.0,1.0,55,120.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,11,14,22,22,117,3,2,4.84,4.95,4.8,4.89,4.86,4.68,4.74,1,1,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2415,2415,100,100,0,0,8,52.34751,4.89073,4,2.0,4.0,34,115.0,7,365,7.0,7.0,365.0,365.0,7.0,365.0,2,2,2,2,35,0,0,4.53,4.68,4.47,4.65,4.82,4.82,4.56,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2416,2416,80,55,6,6,8,52.36721,4.86552,2,1.0,1.0,36,175.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,7,37,67,93,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2417,2417,100,97,20,20,2,52.35871,4.8559,2,1.0,1.0,32,176.0,1,1125,1.0,1.0,99.0,99.0,1.0,99.0,22,50,80,266,18,0,0,4.78,4.94,4.89,4.78,4.78,4.72,4.44,20,4,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2418,2418,20,33,1,1,4,52.36312,4.8756,4,2.0,2.0,35,255.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,3,30,60,128,13,4,0,4.85,4.92,4.31,4.77,4.92,5.0,4.62,1,1,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2419,2419,0,0,1,1,3,52.36328,4.94173,2,1.0,1.0,35,100.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,0,0,0,0,7,0,0,5.0,5.0,5.0,4.86,4.86,4.29,4.57,1,1,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2420,2420,100,100,0,0,5,52.39026,4.99454,5,3.0,4.0,119,250.0,4,25,4.0,4.0,1125.0,1125.0,4.0,1125.0,4,4,4,42,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2421,2421,100,100,2,2,5,52.36384,4.90131,2,1.0,1.0,23,80.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,14,39,66,274,91,21,2,4.89,4.89,4.82,4.97,4.94,4.98,4.73,2,0,2,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2422,2422,100,36,1,1,3,52.34861,5.00784,4,3.0,3.0,62,193.0,3,14,3.0,3.0,14.0,14.0,3.0,14.0,5,5,13,65,16,3,0,4.87,4.73,4.67,5.0,5.0,4.93,4.93,1,1,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2423,2423,100,67,1,1,3,52.39517,4.93973,4,2.0,5.0,18,110.0,2,21,2.0,2.0,21.0,21.0,2.0,21.0,28,29,29,29,7,5,1,4.71,5.0,4.0,5.0,5.0,5.0,4.86,2,0,2,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2424,2424,100,100,2,2,6,52.380775,4.888254,2,1.0,1.0,83,80.0,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0,15,15,18,288,293,11,6,4.79,4.74,4.88,4.88,4.89,4.91,4.64,2,0,2,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2425,2425,100,50,1,1,8,52.37599,4.86413,2,1.0,1.0,37,110.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,8,8,15,42,1,1,4.88,4.9,4.95,4.9,4.9,4.55,4.69,1,1,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2426,2426,100,50,1,1,2,52.34426,4.89841,2,1.0,1.9564237415477088,36,180.0,6,30,6.0,6.0,30.0,30.0,6.0,30.0,20,50,80,355,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,1,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2427,2427,0,0,1,1,4,52.37209,4.8536,4,2.0,2.0,27,140.0,3,28,3.0,3.0,28.0,28.0,3.0,28.0,0,0,0,0,10,0,0,5.0,5.0,5.0,4.9,5.0,4.6,4.8,1,1,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2428,2428,100,95,0,0,8,52.35592,4.99837,2,1.0,1.0,59,76.0,2,7,2.0,2.0,7.0,7.0,2.0,7.0,18,44,44,231,6,6,0,4.83,5.0,5.0,5.0,5.0,4.83,4.83,1,0,1,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
2429,2429,90,100,8,8,3,52.35269,4.90618,2,1.0,1.9564237415477088,46,200.0,1,1125,1.0,1.0,6.0,6.0,1.0,6.0,30,59,89,364,3,2,0,5.0,5.0,5.0,5.0,5.0,4.67,4.67,8,0,8,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2430,2430,100,92,0,0,2,52.36944,4.9204,4,2.0,3.0,106,186.0,2,7,2.0,2.0,7.0,7.0,2.0,7.0,10,26,45,106,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2431,2431,0,0,1,1,3,52.38273,4.86319,2,1.0,1.0,59,150.0,2,1125,2.0,3.0,1125.0,1125.0,2.3,1125.0,0,0,0,0,40,0,0,4.85,4.9,4.8,4.93,4.95,4.58,4.63,1,1,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2432,2432,100,100,2,2,5,52.34332,4.89484,3,2.0,2.0,86,250.0,21,100,21.0,21.0,1125.0,1125.0,21.0,1125.0,21,47,47,47,29,2,0,4.5,4.73,4.38,4.81,4.92,4.62,4.4,2,1,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2433,2433,100,85,1,1,4,52.37973,4.89378,2,1.0,1.0,77,175.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,6,20,34,7,2,5.0,5.0,5.0,5.0,5.0,5.0,4.76,1,1,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2434,2434,98,99,1,1,2,52.32236,4.88164,2,1.577414409810935,1.9564237415477088,36,79.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,24,54,84,174,19,19,1,4.89,4.79,4.74,4.84,4.68,4.11,4.79,6,5,1,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2435,2435,0,0,2,2,4,52.35478,4.90439,4,2.0,2.0,34,299.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,0,1,6,6,33,9,1,5.0,4.97,4.82,5.0,5.0,4.85,4.82,1,1,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2436,2436,100,100,1,1,9,52.3695,4.86229,4,2.0,2.0,85,190.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,0,0,0,11,1,0,5.0,5.0,4.8,5.0,5.0,4.8,4.7,1,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2437,2437,100,100,1,1,8,52.4127,4.95472,4,1.0,2.0,62,97.0,2,1125,2.0,2.0,28.0,1125.0,2.0,482.2,26,42,52,276,38,1,0,4.92,4.95,5.0,4.92,4.97,4.71,4.79,6,0,6,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2438,2438,100,20,1,1,6,52.36158,4.97639,4,2.0,4.0,24,120.0,7,21,7.0,7.0,21.0,21.0,7.0,21.0,2,18,48,313,21,0,0,4.76,4.9,4.81,4.95,4.7,4.57,4.76,1,1,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2439,2439,100,96,0,0,6,52.35937,4.75571,2,1.0,1.0,115,99.0,2,14,2.0,2.0,1125.0,1125.0,2.0,1125.0,25,55,85,356,39,32,1,4.74,4.74,4.97,4.92,5.0,4.36,4.72,1,1,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2440,2440,100,75,1,1,8,52.3593,4.85298,2,1.0,1.0,41,115.0,2,15,2.0,2.0,15.0,15.0,2.0,15.0,1,11,19,27,28,2,0,4.93,4.96,4.82,4.89,4.86,4.7,4.63,1,1,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2441,2441,0,0,1,1,9,52.35611,4.9184,4,3.0,2.0,154,350.0,7,30,7.0,7.0,30.0,30.0,7.0,30.0,8,13,13,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2442,2442,88,50,2,2,4,52.36052,4.89435,4,1.0,4.0,60,214.0,4,300,4.0,4.0,300.0,300.0,4.0,300.0,6,6,6,85,37,3,0,4.89,4.94,4.94,4.97,4.97,4.94,4.71,1,1,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
